web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655582805-4707","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=105","Hyderabadi Biryani Box","https://www.dineout.co.in/bangalore/hyderabadi-biryani-box-electronic-city-south-bangalore-80524","Hyderabadi Biryani Box","Electronic City |","North Indian","QSR","400 for two people","null","Home Delivery","09647086645","null","null","null","null","",""
"1655569881-2684","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=201","Awara cafe","https://www.dineout.co.in/bangalore/awara-cafe-koramangala-south-bangalore-68933","Awara cafe","Koramangala |","Chinese","Cafe","600 for two people","null","Cards Accepted","080-43718447","null","null","null","Time: 12:00 PM to 11:30 PM (Open Now)Sunday12:00 PM to 11:30 PMMonday12:00 PM to 11:30 PMTuesday12:00 PM to 11:30 PMWednesday12:00 PM to 11:30 PMThursday12:00 PM to 11:30 PMFriday12:00 PM to 11:30 PMSaturday12:00 PM to 11:30 PM","",""
"1655579168-3947","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=141","Chaipatty","https://www.dineout.co.in/bangalore/chaipatty-indiranagar-east-bangalore-10010","Chaipatty","Indiranagar |","Tea","Cafe","500 for two people","null","Air Conditioned","080-41534140","4","null","1 Votes","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 10:30 PMMonday10:00 AM to 10:30 PMTuesday10:00 AM to 10:30 PMWednesday10:00 AM to 10:30 PMThursday10:00 AM to 10:30 PMFriday10:00 AM to 10:30 PMSaturday10:00 AM to 10:30 PM","",""
"1655585712-5250","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=79","Keys Cafe","https://www.dineout.co.in/bangalore/keys-cafe-singasandra-south-bangalore-8341","Keys Cafe","Keys Select Hotel Hosur Road |","Continental","Casual Dining","1,200 for two people","Salad, Tandoori Chicken, Uralai Roast, Penne Arrabiatta, The Club House Stack.","Air Conditioned","080-39441000","3.8","3 reviews","13 Votes","null","",""
"1655578784-3855","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=146","Thyme And Whisk","https://www.dineout.co.in/bangalore/thyme-and-whisk-jayanagar-south-bangalore-51169","Thyme And Whisk","Jayanagar |","Chinese","Casual Dining","1,100 for two people","Tom Yum Pak, Spicy Paneer Satay, Tax Next Salad, Chilly Cheese Papad, Peri Peri Platter.","Air Conditioned","09741616018","4.6","16 reviews","111 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655565029-1926","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=238","Restaurant Chef Pillai","https://www.dineout.co.in/bangalore/restaurant-chef-pillai-whitefield-east-bangalore-103775","Restaurant Chef Pillai","Whitefield |","South Indian","Casual Dining","1,400 for two people","Fish Nirvana, Nikkah Biriyani,  Sambharam Kadumanga, Kollam Aattirachi Curry, Vattalappam.","Air Conditioned","08943150000","3","null","null","Time: 06:30 PM to 11:00 PM (Open Now)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:00 PM","",""
"1655589096-5796","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=53","Sreeraj Lassi Bar","https://www.dineout.co.in/bangalore/sreeraj-lassi-bar-kammanahalli-north-bangalore-58782","Sreeraj Lassi Bar","Kammanahalli |","Beverages","QSR","200 for two people","Gadbad, Fruit Falooda, Falooda Ice cream, Badami Falooda Ice cream, Fruit Salad with Jelly & Ice cream.","Home Delivery","07204407808","5","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655575237-3258","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=174","Tandoor And Spice","https://www.dineout.co.in/bangalore/tandoor-and-spice-bannerghatta-road-south-bangalore-30568","Tandoor And Spice","Kalyani Magnum Technum Park |","North Indian","Casual Dining","800 for two people","Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka","Air Conditioned","0080-65651010","4.5","8 reviews","32 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 04:00 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 04:00 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 04:00 PMSaturday07:00 PM to 11:00 PM","",""
"1655562132-1393","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=263","Tata Cha","https://www.dineout.co.in/bangalore/tata-cha-bellandur-south-bangalore-52026","Tata Cha","Bellandur |","Tea","QSR","500 for two people","null","Parking","09606085727","null","null","null","Time: 08:00 AM to 09:00 PM (Open Now)Sunday08:00 AM to 09:00 PMMonday08:00 AM to 09:00 PMTuesday08:00 AM to 09:00 PMWednesday08:00 AM to 09:00 PMThursday08:00 AM to 09:00 PMFriday08:00 AM to 09:00 PMSaturday08:00 AM to 09:00 PM","",""
"1655562272-1415","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=262","Frozen Juices N Cafe House","https://www.dineout.co.in/bangalore/frozen-juices-n-cafe-house-sarjapur-road-south-bangalore-55126","Frozen Juices N Cafe House","Sarjapur Road |","null","200 for two people","null","null","null","08618660281","null","null","null","Time: 06:00 AM to 11:30 PM (Open Now)Sunday06:00 AM to 11:30 PMMonday06:00 AM to 11:30 PMTuesday06:00 AM to 11:30 PMWednesday06:00 AM to 11:30 PMThursday06:00 AM to 11:30 PMFriday06:00 AM to 11:30 PMSaturday06:00 AM to 11:30 PM","",""
"1655557546-612","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=300","Andra Spice Hub","https://www.dineout.co.in/bangalore/andra-spice-hub-whitefield-east-bangalore-91388","Andra Spice Hub","Whitefield |","Andhra","QSR","700 for two people","null","Home Delivery","09035999922","null","null","null","Time: 10:00 AM to 11:00 PM (Open Now)Sunday10:00 AM to 11:00 PMMonday10:00 AM to 11:00 PMTuesday10:00 AM to 11:00 PMWednesday10:00 AM to 11:00 PMThursday10:00 AM to 11:00 PMFriday10:00 AM to 11:00 PMSaturday10:00 AM to 11:00 PM","",""
"1655571206-2830","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=194","Kapoor's Cafe","https://www.dineout.co.in/bangalore/kapoors-cafe-rajarajeshwari-nagar-west-bangalore-75208","Kapoor's Cafe","Rajarajeshwari Nagar |","North Indian","Casual Dining","800 for two people","Aloo Paratha, Paneer Butter Masala, Butter Roti, Palak Paneer, Paneer Tikka.","Home Delivery","08677950039","3.7","2 reviews","11 Votes","Time: 07:00 PM to 11:00 PM (Open Now)Sunday10:00 AM to 04:00 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 03:30 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday10:00 AM to 04:00 PMSaturday07:00 PM to 11:00 PM","",""
"1655578474-3792","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=149","Cafe Shuffle","https://www.dineout.co.in/bangalore/cafe-shuffle-banashankari-south-bangalore-50506","Cafe Shuffle","Banashankari |","Italian","Cafe, QSR","600 for two people","Mocktails, Peri Fries, Lasagne, Pizza, Fish, Virgin Mojito, Nachos.","Home Delivery","09742166777","5","null","3 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655558361-763","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=293","Thalassery Restaurant","https://www.dineout.co.in/bangalore/thalassery-restaurant-yelahanka-north-bangalore-46454","Thalassery Restaurant","Yelahanka |","Chinese","Casual Dining","500 for two people","null","Home Delivery","08867445324","null","null","null","Time: 08:00 AM to 11:00 PM (Open Now)Sunday08:00 AM to 11:00 PMMonday08:00 AM to 11:00 PMTuesday08:00 AM to 11:00 PMWednesday08:00 AM to 11:00 PMThursday08:00 AM to 11:00 PMFriday08:00 AM to 11:00 PMSaturday08:00 AM to 11:00 PM","",""
"1655577427-3636","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=156","Cafe Petriqos","https://www.dineout.co.in/bangalore/cafe-petriqos-jp-nagar-south-bangalore-96287","Cafe Petriqos","JP Nagar |","Continental","Casual Dining","1,000 for two people","null","Air Conditioned","06366560050","5","null","null","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 09:00 PMMonday10:00 AM to 09:00 PMTuesday10:00 AM to 09:00 PMWednesday10:00 AM to 09:00 PMThursday10:00 AM to 09:00 PMFriday10:00 AM to 09:00 PMSaturday10:00 AM to 09:00 PM","",""
"1655591090-6188","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=34","Shake It Off","https://www.dineout.co.in/bangalore/shake-it-off-jayanagar-south-bangalore-40785","Shake It Off","Jayanagar |","Fast Food","Cafe","500 for two people","Chilli Paneer Sandwich, Mixed Berry, Snickers Shake, Peach Ice Tea, Mass Ginger Protein Shake.","Air Conditioned","080-41304411","4.5","null","3 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655559182-903","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=286","Magnolia Cakes And Cookies","https://www.dineout.co.in/bangalore/magnolia-cakes-and-cookies-brookefields-east-bangalore-83952","Magnolia Cakes And Cookies","Brookefields |","Fast Food","QSR, Bakery","300 for two people","null","Parking","09916690209","null","null","null","Time: 10:00 AM to 10:00 PM (Open Now)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
"1655566563-2183","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=225","Squeez Juice Bars","https://www.dineout.co.in/bangalore/squeez-juice-bars-cv-raman-nagar-east-bangalore-35290","Squeez Juice Bars","RMZ Infinity |","Desserts","QSR","200 for two people","null","Air Conditioned","08904595540","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655563308-1610","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=253","The Belgian Waffle Co.","https://www.dineout.co.in/bangalore/the-belgian-waffle-co-sahakara-nagar-north-bangalore-75511","The Belgian Waffle Co.","Century Corbel Commercial |","Desserts","QSR","400 for two people","null","null","06363282466","null","null","null","Time: 10:30 AM to 11:30 PM (Open Now)Sunday10:30 AM to 11:30 PMMonday10:30 AM to 11:30 PMTuesday10:30 AM to 11:30 PMWednesday10:30 AM to 11:30 PMThursday10:30 AM to 11:30 PMFriday10:30 AM to 11:30 PMSaturday10:30 AM to 11:30 PM","",""
"1655583062-4762","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=102","Plunge","https://www.dineout.co.in/bangalore/plunge-whitefield-east-bangalore-40201","Plunge","Sheraton Grand Whitefield |","Finger Food","5 Star, Fine Dining","2,600 for two people","null","Smoking Area","09513982067","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655567923-2437","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=213","Inhouse Burger","https://www.dineout.co.in/bangalore/inhouse-burger-cv-raman-nagar-east-bangalore-48787","Inhouse Burger","CV Raman Nagar |","Burger","QSR, Food Court","400 for two people","null","Home Delivery","09113257816","null","null","null","Time:  (Opens at 10:30 AM)Monday10:30 AM to 10:00 PMThursday10:30 AM to 10:00 PMFriday10:30 AM to 10:00 PM","",""
"1655565511-2015","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=233","Samosa Singh","https://www.dineout.co.in/bangalore/samosa-singh-hsr-layout-south-bangalore-46433","Samosa Singh","HSR Layout |","Fast Food","QSR","300 for two people","null","Home Delivery","09148998212","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655559229-912","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=286","Shahenshah Biryani","https://www.dineout.co.in/bangalore/shahenshah-biryani-marathahalli-east-bangalore-93302","Shahenshah Biryani","Marathahalli |","Biryani","QSR","800 for two people","null","null","09911653512","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 03:00 PMMonday11:00 AM to 03:00 PMTuesday11:00 AM to 03:00 PMWednesday11:00 AM to 03:00 PMThursday11:00 AM to 03:00 PMFriday11:00 AM to 03:00 PMSaturday11:00 AM to 03:00 PM","",""
"1655578920-3888","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=144","Starbucks","https://www.dineout.co.in/bangalore/starbucks-jayanagar-south-bangalore-40221","Starbucks","Jayanagar |","Fast Food","Cafe, QSR","800 for two people","null","Air Conditioned","09886886806","4.2","1 reviews","9 Votes","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 01:00 AMMonday09:00 AM to 01:00 AMTuesday09:00 AM to 01:00 AMWednesday09:00 AM to 01:00 AMThursday09:00 AM to 01:00 AMFriday09:00 AM to 01:00 AMSaturday09:00 AM to 01:00 AM","",""
"1655565354-1986","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=235","Raichur Biriyani House","https://www.dineout.co.in/bangalore/raichur-biriyani-house-hsr-layout-south-bangalore-30905","Raichur Biriyani House","HSR Layout |","Biryani","Casual Dining","500 for two people","Rice, Chicken Biryani, Dum Biryani, Vegetable Biryani, Mutton Biryani.","Home Delivery","080-88008330","null","null","null","Time: 07:00 PM to 11:30 PM (Open Now)Sunday12:00 PM to 04:30 PMSunday07:00 PM to 11:30 PMMonday12:00 PM to 04:30 PMMonday07:00 PM to 11:30 PMTuesday12:00 PM to 04:30 PMTuesday07:00 PM to 11:30 PMWednesday12:00 PM to 04:30 PMWednesday07:00 PM to 11:30 PMThursday12:00 PM to 04:30 PMThursday07:00 PM to 11:30 PMFriday12:00 PM to 04:30 PMFriday07:00 PM to 11:30 PMSaturday12:00 PM to 04:30 PMSaturday07:00 PM to 11:30 PM","",""
"1655561995-1370","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=264","Retro Cafe Lounge","https://www.dineout.co.in/bangalore/retro-cafe-lounge-kengeri-west-bangalore-102633","Retro Cafe Lounge","Kengeri |","Fast Food","Lounge","1,200 for two people","null","Air Conditioned","09113838396","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655572683-2945","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=189","Shake It Off","https://www.dineout.co.in/bangalore/shake-it-off-indiranagar-east-bangalore-51436","Shake It Off","Indiranagar |","Fast Food","QSR","500 for two people","null","null","08138099006","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655564123-1743","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=246","Holiday Village","https://www.dineout.co.in/bangalore/holiday-village-kanakapura-road-south-bangalore-17840","Holiday Village","Kanakapura Road |","North Indian","Casual Dining","800 for two people","null","null","080-65638777","4.5","4 reviews","21 Votes","Time: 08:30 AM to 11:00 PM (Open Now)Sunday08:30 AM to 11:00 PMMonday08:30 AM to 11:00 PMTuesday08:30 AM to 11:00 PMWednesday08:30 AM to 11:00 PMThursday08:30 AM to 11:00 PMFriday08:30 AM to 11:00 PMSaturday08:30 AM to 11:00 PM","",""
"1655579092-3930","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=142","KFC","https://www.dineout.co.in/bangalore/kfc-koramangala-south-bangalore-7445","KFC","Koramangala |","American","QSR","600 for two people","null","Air Conditioned","080-22067993","4.2","2 reviews","6 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655581520-4443","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=118","Bangalore Pub Exchange","https://www.dineout.co.in/bangalore/bangalore-pub-exchange-mg-road-central-bangalore-64327","Bangalore Pub Exchange","MG Road |","North Indian","Casual Dining, Bar","1,900 for two people","null","Air Conditioned","080-49652595","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655570280-2732","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=199","Madike Biriyani","https://www.dineout.co.in/bangalore/madike-biriyani-banashankari-south-bangalore-93631","Madike Biriyani","Banashankari |","Biryani","QSR","400 for two people","null","Home Delivery","06363776067","null","null","null","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 03:30 PMSunday07:30 PM to 09:30 PMMonday11:30 AM to 03:30 PMMonday07:30 PM to 09:30 PMTuesday11:30 AM to 03:30 PMTuesday07:30 PM to 09:30 PMWednesday11:30 AM to 03:30 PMWednesday07:30 PM to 09:30 PMThursday11:30 AM to 03:30 PMThursday07:30 PM to 09:30 PMFriday11:30 AM to 03:30 PMFriday07:30 PM to 09:30 PMSaturday11:30 AM to 03:30 PMSaturday07:30 PM to 09:30 PM","",""
"1655556844-485","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=306","Mandara - Imera Spa & Resort","https://www.dineout.co.in/bangalore/mandara-imera-spa-resort-sarjapur-road-south-bangalore-93226","Mandara - Imera Spa & Resort","Sarjapur Road |","Chinese","Casual Dining, Bar","1,400 for two people","null","Serves Alcohol","07022589255","null","null","null","Time: 10:00 AM to 10:00 PM (Open Now)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
