web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655589382-5833","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=51","Leon Grill","https://www.dineout.co.in/bangalore/leon-grill-jp-nagar-south-bangalore-74471","Leon Grill","JP Nagar |","Fast Food","Casual Dining","600 for two people","Chicken Fillet Burger, Loaded Chicken Popcorn Fries, Peri Peri Paneer Burger, Chicken Doner Pitta, Chicken Doner Salad.","Air Conditioned","09663554855","4.7","null","2 Votes","Time:  (Opens at 07:00 AM)Sunday07:00 AM to 01:00 AMMonday07:00 AM to 01:00 AMTuesday07:00 AM to 01:00 AMWednesday07:00 AM to 01:00 AMThursday07:00 AM to 01:00 AMFriday07:00 AM to 01:00 AMSaturday07:00 AM to 01:00 AM","",""
"1655573588-3043","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=184","Shiraz","https://www.dineout.co.in/bangalore/shiraz-rt-nagar-north-bangalore-70562","Shiraz","RT Nagar |","North Indian","QSR","400 for two people","null","null","08073838827","null","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 11:00 PMMonday12:00 PM to 11:00 PMTuesday12:00 PM to 11:00 PMWednesday12:00 PM to 11:00 PMThursday12:00 PM to 11:00 PMFriday12:00 PM to 11:00 PMSaturday12:00 PM to 11:00 PM","",""
"1655583208-4793","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=101","Burgundy","https://www.dineout.co.in/bangalore/burgundy-whitefield-east-bangalore-1415","Burgundy","Royal Orchid Suites |","Continental","Casual Dining","1,400 for two people","Thai Curries, Kalami Kebab, Mexican Chicken, Koyla Prawn Tikka, Tibetan Thupka, Tandoori Pomfret, Pesto Ala Chicken.","Smoking Area","09886949537","3.5","58 reviews","222 Votes","Time:  (Opens at 07:00 AM)Sunday07:00 AM to 11:00 PMMonday07:00 AM to 11:00 PMTuesday07:00 AM to 11:00 PMWednesday07:00 AM to 11:00 PMThursday07:00 AM to 11:00 PMFriday07:00 AM to 11:00 PMSaturday07:00 AM to 11:00 PM","",""
"1655563237-1594","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=253","Amma's Pastries","https://www.dineout.co.in/bangalore/ammas-pastries-btm-layout-south-bangalore-33327","Amma's Pastries","BTM Layout |","Desserts","QSR, Bakery","400 for two people","null","null","09108525276","null","null","null","Time: 08:00 AM to 10:00 PM (Open Now)Sunday08:00 AM to 10:00 PMMonday08:00 AM to 10:00 PMTuesday08:00 AM to 10:00 PMWednesday08:00 AM to 10:00 PMThursday08:00 AM to 10:00 PMFriday08:00 AM to 10:00 PMSaturday08:00 AM to 10:00 PM","",""
"1655568583-2532","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=209","Dwaraka Andhra Style","https://www.dineout.co.in/bangalore/dwaraka-andhra-style-btm-layout-south-bangalore-91903","Dwaraka Andhra Style","BTM Layout |","Andhra","Casual Dining","1,000 for two people","null","Home Delivery","09886577673","null","null","null","Time: 10:00 AM to 11:00 PM (Open Now)Sunday10:00 AM to 11:00 PMMonday10:00 AM to 11:00 PMTuesday10:00 AM to 11:00 PMWednesday10:00 AM to 11:00 PMThursday10:00 AM to 11:00 PMFriday10:00 AM to 11:00 PMSaturday10:00 AM to 11:00 PM","",""
"1655576918-3542","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=161","Grub Monkeys","https://www.dineout.co.in/bangalore/grub-monkeys-new-bel-road-north-bangalore-98590","Grub Monkeys","New BEL Road |","American","Casual Dining","700 for two people","null","Air Conditioned","06366166696","4.5","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 10:30 PMMonday12:00 PM to 10:30 PMTuesday12:00 PM to 10:30 PMWednesday12:00 PM to 10:30 PMThursday12:00 PM to 10:30 PMFriday12:00 PM to 10:30 PMSaturday12:00 PM to 10:30 PM","",""
"1655564535-1833","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=242","Double Up","https://www.dineout.co.in/bangalore/double-up-nagawara-north-bangalore-106652","Double Up","Hilton Garden Inn |","Finger Food","5 Star, Lounge","3,200 for two people","Barbeque Pork Belly, Italian Romance, Breakfast Martani.","Smoking Area","06363204268","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655561560-1305","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=267","Halli Mane Donne Biryani","https://www.dineout.co.in/bangalore/halli-mane-donne-biryani-hennur-north-bangalore-63899","Halli Mane Donne Biryani","Hennur |","Biryani","QSR","400 for two people","null","Parking","09972903946","null","null","null","Time: 07:30 PM to 11:00 PM (Open Now)Sunday11:30 AM to 04:30 PMSunday07:30 PM to 11:00 PMMonday11:30 AM to 04:30 PMMonday07:30 PM to 11:00 PMTuesday11:30 AM to 04:30 PMTuesday07:30 PM to 11:00 PMWednesday11:30 AM to 04:30 PMWednesday07:30 PM to 11:00 PMThursday11:30 AM to 04:30 PMThursday07:30 PM to 11:00 PMFriday11:30 AM to 04:30 PMFriday07:30 PM to 11:00 PMSaturday11:30 AM to 04:30 PMSaturday07:30 PM to 11:00 PM","",""
"1655560153-1073","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=278","Birbal Darbar","https://www.dineout.co.in/bangalore/birbal-darbar-sarjapur-road-south-bangalore-31194","Birbal Darbar","Sarjapur Road |","Biryani","Casual Dining","800 for two people","null","Air Conditioned","08951074700","4.6","3 reviews","9 Votes","Time: 07:00 PM to 11:00 PM (Open Now)Sunday11:30 AM to 04:00 PMSunday07:00 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday07:00 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday07:00 PM to 11:00 PM","",""
"1655573547-3039","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=185","The Paramount Hotel","https://www.dineout.co.in/bangalore/the-paramount-hotel-btm-layout-south-bangalore-76340","The Paramount Hotel","BTM Layout |","Kerala","Casual Dining","900 for two people","null","Cards Accepted","null","null","null","null","Time: 07:30 AM to 01:30 AM (Open Now)Sunday07:30 AM to 01:30 AMMonday07:30 AM to 01:30 AMTuesday07:30 AM to 01:30 AMWednesday07:30 AM to 01:30 AMThursday07:30 AM to 01:30 AMFriday07:30 AM to 01:30 AMSaturday07:30 AM to 01:30 AM","",""
"1655562954-1536","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=256","Punjab Bistro","https://www.dineout.co.in/bangalore/punjab-bistro-bellandur-south-bangalore-70213","Punjab Bistro","RMZ Ecospace |","North Indian","QSR, Food Court","600 for two people","null","Air Conditioned","08660935513","null","null","null","Time:  (Opens at 11:00 AM)Monday11:00 AM to 10:30 PMTuesday11:00 AM to 10:30 PMWednesday11:00 AM to 10:30 PMThursday11:00 AM to 10:30 PMFriday11:00 AM to 10:30 PM","",""
"1655583722-4892","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=96","Pizza Hut","https://www.dineout.co.in/bangalore/pizza-hut-whitefield-east-bangalore-9439","Pizza Hut","Ascendas Park Square Mall |","Pizza","QSR","800 for two people","Momo Mia Pizza - Veg, Momo Mia Pizza - Non Veg, Margherita, Corn And Cheese, Veggie Feast, Tandoori Paneer, Farmers Pick, Country Feast, Veggie Supreme, Chicken Sausage, Chicken Tikka, Triple Chicken Feast.","Air Conditioned","080-60009000","4","18 reviews","42 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655558700-820","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=290","Cold Smith Ice Cream","https://www.dineout.co.in/bangalore/cold-smith-ice-cream-yelahanka-north-bangalore-53112","Cold Smith Ice Cream","Yelahanka |","Desserts","QSR","500 for two people","null","Wallet Accepted","09886267572","null","null","null","Time: 11:00 AM to 11:30 PM (Open Now)Sunday11:00 AM to 11:30 PMMonday11:00 AM to 11:30 PMTuesday11:00 AM to 11:30 PMWednesday11:00 AM to 11:30 PMThursday11:00 AM to 11:30 PMFriday11:00 AM to 11:30 PMSaturday11:00 AM to 11:30 PM","",""
"1655569385-2628","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=204","Brahmins' Thatte Idli","https://www.dineout.co.in/bangalore/brahmins-thatte-idli-sanjay-nagar-north-bangalore-67907","Brahmins' Thatte Idli","Sanjay Nagar |","South Indian","QSR","200 for two people","null","null","07625097554","null","null","null","Time:  (Opens at 07:00 AM)Sunday07:00 AM to 08:30 PMMonday07:00 AM to 08:30 PMTuesday07:00 AM to 08:30 PMWednesday07:00 AM to 08:30 PMThursday07:00 AM to 08:30 PMFriday07:00 AM to 08:30 PMSaturday07:00 AM to 08:30 PM","",""
"1655572831-2965","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=188","Guru Garden","https://www.dineout.co.in/bangalore/guru-garden-bannerghatta-road-south-bangalore-91901","Guru Garden","Bannerghatta Road |","Chinese","Casual Dining","1,100 for two people","null","Smoking Area","08026583972","5","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 10:30 PMMonday11:00 AM to 10:30 PMTuesday11:00 AM to 10:30 PMWednesday11:00 AM to 10:30 PMThursday11:00 AM to 10:30 PMFriday11:00 AM to 10:30 PMSaturday11:00 AM to 10:30 PM","",""
"1655590262-6008","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=43","Royal Calcutta","https://www.dineout.co.in/bangalore/royal-calcutta-koramangala-south-bangalore-35029","Royal Calcutta","Koramangala |","Bengali","Casual Dining","800 for two people","Aloo Posto, Chicken Masala, Kanchi Chicken, Fish Pakoda, Prawn Chilly, Chingri Jhal, Chicken Korma.","Home Delivery","080-42097047","5","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655568320-2485","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=211","Biryani Bhatti","https://www.dineout.co.in/bangalore/biryani-bhatti-btm-layout-south-bangalore-71980","Biryani Bhatti","BTM Layout |","Biryani","QSR","500 for two people","null","Air Conditioned","07406333022","null","null","null","Time: 11:00 AM to 03:00 AM (Open Now)Sunday11:00 AM to 03:00 AMMonday11:00 AM to 03:00 AMTuesday11:00 AM to 03:00 AMWednesday11:00 AM to 03:00 AMThursday11:00 AM to 03:00 AMFriday11:00 AM to 03:00 AMSaturday11:00 AM to 03:00 AM","",""
"1655578371-3774","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=150","Haagen-Dazs","https://www.dineout.co.in/bangalore/haagen-dazs-rajajinagar-west-bangalore-57044","Haagen-Dazs","Orion Mall |","Desserts","Cafe","800 for two people","null","Air Conditioned","0080-22682341","5","null","1 Votes","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 10:30 PMMonday10:00 AM to 10:30 PMTuesday10:00 AM to 10:30 PMWednesday10:00 AM to 10:30 PMThursday10:00 AM to 10:30 PMFriday10:00 AM to 10:30 PMSaturday10:00 AM to 10:30 PM","",""
"1655557635-625","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=299","Ankapura Chicken","https://www.dineout.co.in/bangalore/ankapura-chicken-whitefield-east-bangalore-93652","Ankapura Chicken","Whitefield |","South Indian","QSR","800 for two people","null","null","07093196999","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655573303-3004","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=186","Ramji Chaiwale","https://www.dineout.co.in/bangalore/ramji-chaiwale-koramangala-south-bangalore-49915","Ramji Chaiwale","Koramangala |","Tea","QSR","300 for two people","Ginger Tea, Mango Shake","Air Conditioned","080-48656999","1","null","1 Votes","Time:  (Opens at 08:30 AM)Sunday08:30 AM to 10:30 PMMonday08:30 AM to 10:30 PMTuesday08:30 AM to 10:30 PMWednesday08:30 AM to 10:30 PMThursday08:30 AM to 10:30 PMFriday08:30 AM to 10:30 PMSaturday08:30 AM to 10:30 PM","",""
"1655584370-4999","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=91","Chef Baker's","https://www.dineout.co.in/bangalore/chef-bakers-kundalahalli-east-bangalore-73021","Chef Baker's","Kundalahalli |","Fast Food","Bakery","600 for two people","null","Air Conditioned","07406066011","4.7","1 reviews","2 Votes","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 10:00 PMMonday09:00 AM to 10:00 PMTuesday09:00 AM to 10:00 PMWednesday09:00 AM to 10:00 PMThursday09:00 AM to 10:00 PMFriday09:00 AM to 10:00 PMSaturday09:00 AM to 10:00 PM","",""
"1655583758-4899","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=96","Slounge","https://www.dineout.co.in/bangalore/slounge-electronic-city-south-bangalore-708","Slounge","The Lemon Tree Hotel |","Finger Food","Lounge","2,300 for two people","Citrus Martini, Lemon Tree Margarita, Cranberry Cooler, Imported Scotches and IMFLs.","Air Conditioned","080-44232323","4.6","3 reviews","20 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 11:00 PMMonday12:00 PM to 11:00 PMTuesday12:00 PM to 11:00 PMWednesday12:00 PM to 11:00 PMThursday12:00 PM to 11:00 PMFriday12:00 PM to 11:00 PMSaturday12:00 PM to 11:00 PM","",""
"1655565070-1932","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=237","McDonald's","https://www.dineout.co.in/bangalore/mcdonalds-hebbal-north-bangalore-46968","McDonald's","Esteem Mall |","Fast Food","QSR","500 for two people","null","Home Delivery","080-66000666","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655565232-1966","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=236","The Fortune A Family Restaurant","https://www.dineout.co.in/bangalore/the-fortune-a-family-restaurant-kumaraswamy-layout-south-bangalore-29119","The Fortune A Family Restaurant","MR Complex |","North Indian","Casual Dining","500 for two people","null","Home Delivery","0080-25985676","null","null","null","Time: 07:00 PM to 10:30 PM (Open Now)Sunday11:00 AM to 04:00 PMSunday07:00 PM to 10:30 PMMonday11:00 AM to 04:00 PMMonday07:00 PM to 10:30 PMTuesday11:00 AM to 04:00 PMTuesday07:00 PM to 10:30 PMWednesday11:00 AM to 04:00 PMWednesday07:00 PM to 10:30 PMThursday11:00 AM to 04:00 PMThursday07:00 PM to 10:30 PMFriday11:00 AM to 04:00 PMFriday07:00 PM to 10:30 PMSaturday11:00 AM to 04:00 PMSaturday07:00 PM to 10:30 PM","",""
"1655565709-2052","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=232","Biryani By KG","https://www.dineout.co.in/bangalore/biryani-by-kg-nagawara-north-bangalore-64181","Biryani By KG","Nagawara |","Biryani","QSR","500 for two people","null","Home Delivery","080-41225666","null","null","null","Time: 11:00 AM to 11:30 PM (Open Now)Sunday11:00 AM to 11:30 PMMonday11:00 AM to 11:30 PMTuesday11:00 AM to 11:30 PMWednesday11:00 AM to 11:30 PMThursday11:00 AM to 11:30 PMFriday11:00 AM to 11:30 PMSaturday11:00 AM to 11:30 PM","",""
"1655559554-967","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=283","Fruit Face","https://www.dineout.co.in/bangalore/fruit-face-brookefields-east-bangalore-82692","Fruit Face","Brookefields |","Fast Food","QSR","400 for two people","null","Air Conditioned","07760644282","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655578959-3898","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=144","Five Star Chicken","https://www.dineout.co.in/bangalore/five-star-chicken-shivaji-nagar-central-bangalore-37492","Five Star Chicken","Silicon City Complex |","Fast Food","QSR","300 for two people","null","null","09900558558","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655565751-2060","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=231","De Grand","https://www.dineout.co.in/bangalore/de-grand-nagawara-north-bangalore-74420","De Grand","Nagawara |","North Indian","QSR","400 for two people","null","null","07338094786","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655575724-3357","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=169","Ithihas Restaurant","https://www.dineout.co.in/bangalore/ithihas-restaurant-devanahalli-north-bangalore-43153","Ithihas Restaurant","Devanahalli |","North Indian","Casual Dining","600 for two people","null","Air Conditioned","09387077777","null","null","null","Time:  (Opens at 06:30 AM)Sunday06:30 AM to 11:30 PMMonday06:30 AM to 11:30 PMTuesday06:30 AM to 11:30 PMWednesday06:30 AM to 11:30 PMThursday06:30 AM to 11:30 PMFriday06:30 AM to 11:30 PMSaturday06:30 AM to 11:30 PM","",""
"1655576579-3484","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=163","Crunch Pizzas","https://www.dineout.co.in/bangalore/crunch-pizzas-ulsoor-central-bangalore-85103","Crunch Pizzas","Ulsoor |","Pizza","QSR","800 for two people","null","Home Delivery","08065332833","null","null","null","Time: All Day Dining (Open Now)SundayAll Day DiningMondayAll Day DiningTuesdayAll Day DiningWednesdayAll Day DiningThursdayAll Day DiningFridayAll Day DiningSaturdayAll Day Dining","",""
"1655557203-548","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=303","Countryside Cafe Restaurant","https://www.dineout.co.in/bangalore/countryside-cafe-restaurant-sarjapur-road-south-bangalore-61005","Countryside Cafe Restaurant","Sarjapur Road |","North Indian","Cafe, QSR","600 for two people","null","Home Delivery","08310057552","5","null","1 Votes","Time: 10:30 AM to 10:30 PM (Open Now)Sunday10:30 AM to 10:30 PMMonday05:30 PM to 10:30 PMTuesday10:30 AM to 10:30 PMWednesday10:30 AM to 10:30 PMThursday10:30 AM to 10:30 PMFriday10:30 AM to 10:30 PMSaturday10:30 AM to 10:30 PM","",""
"1655584894-5101","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=86","Pizza Hut","https://www.dineout.co.in/bangalore/pizza-hut-uttarahalli-south-bangalore-89591","Pizza Hut","Uttarahalli |","Pizza","QSR","800 for two people","Stuffed Crust, Loaded Pizzas, Veg Pizza, Pav Bhaji, Garlic Bread, Pasta","Air Conditioned","09212340202","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655564321-1789","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=244","Matka House","https://www.dineout.co.in/bangalore/matka-house-kaggadasapura-east-bangalore-53680","Matka House","Kaggadasapura |","Chinese","QSR","700 for two people","null","null","09900222301","null","null","null","Time: 10:30 AM to 11:00 PM (Open Now)Sunday10:30 AM to 11:00 PMMonday10:30 AM to 11:00 PMTuesday10:30 AM to 11:00 PMWednesday10:30 AM to 11:00 PMThursday10:30 AM to 11:00 PMFriday10:30 AM to 11:00 PMSaturday10:30 AM to 11:00 PM","",""
"1655592094-6365","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=26","Bangaliana","https://www.dineout.co.in/bangalore/bangaliana-koramangala-south-bangalore-5076","Bangaliana","Koramangala |","Bengali","Casual Dining","600 for two people","Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Rasgulla, Prawn, Potato Curry, Mutton Kosha, Veg Cutlet.","Cards Accepted","080-9834127633","3.8","6 reviews","17 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655570184-2717","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=200","Willys Top Cafe","https://www.dineout.co.in/bangalore/willys-top-cafe-jayanagar-south-bangalore-37347","Willys Top Cafe","Jayanagar |","Continental","Cafe, Casual Dining","800 for two people","null","Smoking Area","07795808555","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655570360-2743","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=199","The Mint Resto Bar","https://www.dineout.co.in/bangalore/the-mint-resto-bar-marathahalli-east-bangalore-30525","The Mint Resto Bar","Marathahalli |","Andhra","Casual Dining, Nightlife","1,000 for two people","null","Air Conditioned","080-65604959","4.7","3 reviews","26 Votes","Time: 11:30 AM to 01:00 AM (Open Now)Sunday11:30 AM to 01:00 AMMonday11:30 AM to 01:00 AMTuesday11:30 AM to 01:00 AMWednesday11:30 AM to 01:00 AMThursday11:30 AM to 01:00 AMFriday11:30 AM to 01:00 AMSaturday11:30 AM to 01:00 AM","",""
"1655585274-5172","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=83","Frozen Bottle","https://www.dineout.co.in/bangalore/frozen-bottle-marathahalli-east-bangalore-90117","Frozen Bottle","Marathahalli |","Beverages","QSR","400 for two people","Nutty Chocolate Thick shake, Kitkat Oreo Thick shake, Red Riding Hood Dessert, Nutty Choco Jumbo Dessert, Melting Pot Dessert.","Home Delivery","08867262676","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655567376-2348","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=217","Absolute Sheesha","https://www.dineout.co.in/bangalore/absolute-sheesha-jp-nagar-south-bangalore-88880","Absolute Sheesha","JP Nagar |","Fast Food","Cafe","800 for two people","null","Air Conditioned","080-47483513","null","null","null","Time: 12:00 PM to 11:30 PM (Open Now)Sunday12:00 PM to 11:30 PMMonday12:00 PM to 11:30 PMTuesday12:00 PM to 11:30 PMWednesday12:00 PM to 11:30 PMThursday12:00 PM to 11:30 PMFriday12:00 PM to 11:30 PMSaturday12:00 PM to 11:30 PM","",""
"1655563470-1638","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=251","Bathinda Dine","https://www.dineout.co.in/bangalore/bathinda-dine-bellandur-south-bangalore-83692","Bathinda Dine","Bellandur |","North Indian","Casual Dining","600 for two people","null","Home Delivery","08095526000","null","null","null","Time: 10:00 AM to 12:00 AM (Open Now)Sunday10:00 AM to 12:00 AMMonday10:00 AM to 12:00 AMTuesday10:00 AM to 12:00 AMWednesday10:00 AM to 12:00 AMThursday10:00 AM to 12:00 AMFriday10:00 AM to 12:00 AMSaturday10:00 AM to 12:00 AM","",""
"1655584801-5084","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=87","Onesta","https://www.dineout.co.in/bangalore/onesta-yelahanka-north-bangalore-34651","Onesta","Yelahanka |","Pizza","Casual Dining","800 for two people","Virgin Mojito, Pesto Pasta, Chocolate Mousse, Chicken Tikka Pizza, Tiramisu, Ravioli, Ice Tea.","Air Conditioned","080-9513736260","3.9","7 reviews","36 Votes","Time:  (Opens at 12:30 PM)Sunday12:30 PM to 11:00 PMMonday12:30 PM to 11:00 PMTuesday12:30 PM to 11:00 PMWednesday12:30 PM to 11:00 PMThursday12:30 PM to 11:00 PMFriday12:30 PM to 11:00 PMSaturday12:30 PM to 11:00 PM","",""
"1655581601-4463","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=117","The Golden Metro","https://www.dineout.co.in/bangalore/the-golden-metro-seshadripuram-west-bangalore-7600","The Golden Metro","Hotel Dew Drops |","North Indian","Casual Dining","1,000 for two people","null","Air Conditioned","040609111","3.9","1 reviews","11 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:00 PM","",""
"1655560328-1101","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=277","New Prashanth Hotel Nati Style","https://www.dineout.co.in/bangalore/new-prashanth-hotel-nati-style-jalahalli-north-bangalore-51737","New Prashanth Hotel Nati Style","Jalahalli |","North Indian","Casual Dining","700 for two people","Chicken Biryani, Chicken Fry, Chilli Chicken","Air Conditioned","07349784612","null","null","null","Time: 07:00 PM to 11:00 PM (Open Now)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 11:00 PM","",""
